Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T08:00:00.0000000+00:00,2/12/2024 8:00:00 AM,814.491388888889,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T08:00:00.0000000+00:00,2/12/2024 8:00:00 AM,21.3935611111111,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T09:00:00.0000000+00:00,2/12/2024 9:00:00 AM,36.5142,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T09:00:00.0000000+00:00,2/12/2024 9:00:00 AM,20.6379083333333,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T09:00:00.0000000+00:00,2/12/2024 9:00:00 AM,931.496666666667,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T09:00:00.0000000+00:00,2/12/2024 9:00:00 AM,21.4301694444444,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T10:00:00.0000000+00:00,2/12/2024 10:00:00 AM,36.7395555555555,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T10:00:00.0000000+00:00,2/12/2024 10:00:00 AM,20.8353388888889,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T10:00:00.0000000+00:00,2/12/2024 10:00:00 AM,1032.96888888889,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T10:00:00.0000000+00:00,2/12/2024 10:00:00 AM,21.6563333333333,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T11:00:00.0000000+00:00,2/12/2024 11:00:00 AM,36.6718666666667,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T11:00:00.0000000+00:00,2/12/2024 11:00:00 AM,20.9867555555556,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T11:00:00.0000000+00:00,2/12/2024 11:00:00 AM,1065.19166666667,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T11:00:00.0000000+00:00,2/12/2024 11:00:00 AM,21.8219166666667,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T12:00:00.0000000+00:00,2/12/2024 12:00:00 PM,36.5432277777778,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T12:00:00.0000000+00:00,2/12/2024 12:00:00 PM,21.1979,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T12:00:00.0000000+00:00,2/12/2024 12:00:00 PM,1147.88194444445,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T12:00:00.0000000+00:00,2/12/2024 12:00:00 PM,22.0470583333333,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T13:00:00.0000000+00:00,2/12/2024 1:00:00 PM,35.3277833333333,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T13:00:00.0000000+00:00,2/12/2024 1:00:00 PM,21.3455166666667,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T13:00:00.0000000+00:00,2/12/2024 1:00:00 PM,997.947777777778,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T13:00:00.0000000+00:00,2/12/2024 1:00:00 PM,22.1390861111111,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T14:00:00.0000000+00:00,2/12/2024 2:00:00 PM,35.1446027777778,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T14:00:00.0000000+00:00,2/12/2024 2:00:00 PM,21.400525,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T14:00:00.0000000+00:00,2/12/2024 2:00:00 PM,921.835555555556,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T14:00:00.0000000+00:00,2/12/2024 2:00:00 PM,22.1525166666667,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T15:00:00.0000000+00:00,2/12/2024 3:00:00 PM,34.6594611111111,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T15:00:00.0000000+00:00,2/12/2024 3:00:00 PM,21.3062638888889,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T15:00:00.0000000+00:00,2/12/2024 3:00:00 PM,763.777777777778,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T15:00:00.0000000+00:00,2/12/2024 3:00:00 PM,22.1262444444444,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T16:00:00.0000000+00:00,2/12/2024 4:00:00 PM,35.7827916666667,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T16:00:00.0000000+00:00,2/12/2024 4:00:00 PM,20.6170527777778,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T16:00:00.0000000+00:00,2/12/2024 4:00:00 PM,680.796944444444,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T16:00:00.0000000+00:00,2/12/2024 4:00:00 PM,21.5527027777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T17:00:00.0000000+00:00,2/12/2024 5:00:00 PM,36.9575722222222,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T17:00:00.0000000+00:00,2/12/2024 5:00:00 PM,20.0609111111111,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T17:00:00.0000000+00:00,2/12/2024 5:00:00 PM,675.361111111111,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T17:00:00.0000000+00:00,2/12/2024 5:00:00 PM,20.9538277777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T18:00:00.0000000+00:00,2/12/2024 6:00:00 PM,37.3971055555555,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T18:00:00.0000000+00:00,2/12/2024 6:00:00 PM,19.7087611111111,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T18:00:00.0000000+00:00,2/12/2024 6:00:00 PM,659.679444444444,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T18:00:00.0000000+00:00,2/12/2024 6:00:00 PM,20.56635,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T19:00:00.0000000+00:00,2/12/2024 7:00:00 PM,37.5220055555556,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T19:00:00.0000000+00:00,2/12/2024 7:00:00 PM,19.5350611111111,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T19:00:00.0000000+00:00,2/12/2024 7:00:00 PM,636.91,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T19:00:00.0000000+00:00,2/12/2024 7:00:00 PM,20.3567111111111,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T20:00:00.0000000+00:00,2/12/2024 8:00:00 PM,37.64655,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T20:00:00.0000000+00:00,2/12/2024 8:00:00 PM,19.3871888888889,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T20:00:00.0000000+00:00,2/12/2024 8:00:00 PM,618.466111111111,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T20:00:00.0000000+00:00,2/12/2024 8:00:00 PM,20.2371722222222,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T21:00:00.0000000+00:00,2/12/2024 9:00:00 PM,37.7409138888889,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T21:00:00.0000000+00:00,2/12/2024 9:00:00 PM,19.2454361111111,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T21:00:00.0000000+00:00,2/12/2024 9:00:00 PM,600.525555555556,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T21:00:00.0000000+00:00,2/12/2024 9:00:00 PM,20.1030055555555,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T22:00:00.0000000+00:00,2/12/2024 10:00:00 PM,37.709775,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T22:00:00.0000000+00:00,2/12/2024 10:00:00 PM,19.1559111111111,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T22:00:00.0000000+00:00,2/12/2024 10:00:00 PM,583.817777777778,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T22:00:00.0000000+00:00,2/12/2024 10:00:00 PM,20.0038777777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-12T23:00:00.0000000+00:00,2/12/2024 11:00:00 PM,36.4150583333333,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-12T23:00:00.0000000+00:00,2/12/2024 11:00:00 PM,19.9066916666667,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-12T23:00:00.0000000+00:00,2/12/2024 11:00:00 PM,564.416944444444,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-12T23:00:00.0000000+00:00,2/12/2024 11:00:00 PM,20.5404388888889,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T00:00:00.0000000+00:00,2/13/2024 12:00:00 AM,35.624475,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T00:00:00.0000000+00:00,2/13/2024 12:00:00 AM,20.5414888888889,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T00:00:00.0000000+00:00,2/13/2024 12:00:00 AM,544.013333333333,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T00:00:00.0000000+00:00,2/13/2024 12:00:00 AM,21.2977277777778,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T01:00:00.0000000+00:00,2/13/2024 1:00:00 AM,35.6847527777778,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T01:00:00.0000000+00:00,2/13/2024 1:00:00 AM,20.6822972222222,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T01:00:00.0000000+00:00,2/13/2024 1:00:00 AM,531.185277777778,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T01:00:00.0000000+00:00,2/13/2024 1:00:00 AM,21.5021916666667,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T02:00:00.0000000+00:00,2/13/2024 2:00:00 AM,35.6371361111111,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T02:00:00.0000000+00:00,2/13/2024 2:00:00 AM,20.8156305555555,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T02:00:00.0000000+00:00,2/13/2024 2:00:00 AM,522.429166666667,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T02:00:00.0000000+00:00,2/13/2024 2:00:00 AM,21.62205,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T03:00:00.0000000+00:00,2/13/2024 3:00:00 AM,35.6001083333333,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T03:00:00.0000000+00:00,2/13/2024 3:00:00 AM,20.9050166666667,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T03:00:00.0000000+00:00,2/13/2024 3:00:00 AM,512.354444444445,ppm,17903,Programmør kontor Co2 
Hourly Temperature,5802,SensairSunlight,,2024-02-13T03:00:00.0000000+00:00,2/13/2024 3:00:00 AM,21.7053861111111,°C,17903,Programmør kontor Co2 
Hourly humidity,5801,Sht30,,2024-02-13T04:00:00.0000000+00:00,2/13/2024 4:00:00 AM,35.5961805555556,%,17903,Programmør kontor Co2 
Hourly Temperature,5801,Sht30,,2024-02-13T04:00:00.0000000+00:00,2/13/2024 4:00:00 AM,20.961775,°C,17903,Programmør kontor Co2 
Hourly co2-concentration,5802,SensairSunlight,,2024-02-13T04:00:00.0000000+00:00,2/13/2024 4:00:00 AM,507.815833333333,ppm,17903,Programmør kontor Co2 
