Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T02:00:00.0000000+00:00,10/1/2023 2:00:00 AM,148.62657685,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T02:00:00.0000000+00:00,10/1/2023 2:00:00 AM,59.9989259982972,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T02:00:00.0000000+00:00,10/1/2023 2:00:00 AM,38.98333159395,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,4577.19215994444,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,4577.19215994444,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,23972.9353078508,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,206.797883090833,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,60.4064914309,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T03:00:00.0000000+00:00,10/1/2023 3:00:00 AM,40.6156337923639,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,4651.98948263889,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,4651.98948263889,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,23973.1319534193,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,215.110303244722,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,60.4489782380861,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T04:00:00.0000000+00:00,10/1/2023 4:00:00 AM,40.9303149352139,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,5247.33665261111,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,5247.33665261111,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,23973.3293330373,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,230.064925863333,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,60.4935680048278,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T05:00:00.0000000+00:00,10/1/2023 5:00:00 AM,39.7017853636889,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,4628.47953802778,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,570000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,4628.47953802778,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,23973.5659000599,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,218.641032466667,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,60.7675829565639,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-10-01T06:00:00.0000000+00:00,10/1/2023 6:00:00 AM,41.8184909399472,°C,15456,Billing heatmeter MC602
