Data type,UnitTypeInput Id,UnitTypeInput Name,Unit Input Custom Name,Timestamp,Timestamp short (UTC),Value,Base,Unit Id,Unit Name
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T09:00:00.0000000+00:00,11/1/2023 9:00:00 AM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T09:00:00.0000000+00:00,11/1/2023 9:00:00 AM,24806.6453376111,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T09:00:00.0000000+00:00,11/1/2023 9:00:00 AM,24308.222642942,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T09:00:00.0000000+00:00,11/1/2023 9:00:00 AM,899.108488217778,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T09:00:00.0000000+00:00,11/1/2023 9:00:00 AM,65.0558157403583,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T09:00:00.0000000+00:00,11/1/2023 9:00:00 AM,41.783202938825,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,20847.0973606944,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,20847.0973606944,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,24309.0089198946,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,857.190079625278,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,64.3198125653306,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T10:00:00.0000000+00:00,11/1/2023 10:00:00 AM,42.9728573465139,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,21723.6869422222,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,21723.6869422222,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,24309.8185540669,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,838.342666639167,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,63.5415055055222,°C,15456,Billing heatmeter MC602
Hourly Temperature,4706,Input 6,Temp return,2023-11-01T11:00:00.0000000+00:00,11/1/2023 11:00:00 AM,41.6578341465111,°C,15456,Billing heatmeter MC602
Hourly Total Power,0,,,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,21181.3487698333,W,15456,Billing heatmeter MC602
Hourly accumulated-heat,4701,Input 1,Energy,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,577000,kWh,15456,Billing heatmeter MC602
Hourly Power,4702,Input 2,Power,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,21181.3487698333,W,15456,Billing heatmeter MC602
Hourly accumulated-flow,4703,Input 3,Volume,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,24310.666657938,m3,15456,Billing heatmeter MC602
Hourly uncalibrated-flow-speed,4704,Input 4,Flow,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,932.684253977222,L/h,15456,Billing heatmeter MC602
Hourly Temperature,4705,Input 5,Temp supply,2023-11-01T12:00:00.0000000+00:00,11/1/2023 12:00:00 PM,63.4661590209861,°C,15456,Billing heatmeter MC602
